image_name_full,image_folder,phase_source,animal,phase_destination
n02123394_1095.JPEG,n02123394,train,cat,train_full
n02123394_1917.JPEG,n02123394,train,cat,train_full
n02124075_5204.JPEG,n02124075,train,cat,train_full
n02124075_7375.JPEG,n02124075,train,cat,train_full
n02124075_10071.JPEG,n02124075,train,cat,train_full
n02123394_8098.JPEG,n02123394,train,cat,train_full
n02124075_2231.JPEG,n02124075,train,cat,train_full
n02123597_1153.JPEG,n02123597,train,cat,train_full
n02123597_8611.JPEG,n02123597,train,cat,train_full
n02123597_13490.JPEG,n02123597,train,cat,train_full
n02123597_11293.JPEG,n02123597,train,cat,train_full
n02123394_6710.JPEG,n02123394,train,cat,train_full
n02123045_4452.JPEG,n02123045,train,cat,train_full
n02124075_13587.JPEG,n02124075,train,cat,train_full
n02123394_7432.JPEG,n02123394,train,cat,train_full
n02124075_1089.JPEG,n02124075,train,cat,train_full
n02123045_7167.JPEG,n02123045,train,cat,train_full
n02123597_27292.JPEG,n02123597,train,cat,train_full
n02123159_7720.JPEG,n02123159,train,cat,train_full
n02124075_12316.JPEG,n02124075,train,cat,train_full
n02123597_9080.JPEG,n02123597,train,cat,train_full
n02123159_2843.JPEG,n02123159,train,cat,train_full
n02123045_10533.JPEG,n02123045,train,cat,train_full
n02123394_2984.JPEG,n02123394,train,cat,train_full
n02123045_5200.JPEG,n02123045,train,cat,train_full
n02123394_3442.JPEG,n02123394,train,cat,train_full
n02123394_8271.JPEG,n02123394,train,cat,train_full
n02123394_1533.JPEG,n02123394,train,cat,train_full
n02123597_5692.JPEG,n02123597,train,cat,train_full
n02123159_1231.JPEG,n02123159,train,cat,train_full
n02123597_1219.JPEG,n02123597,train,cat,train_full
n02123045_13172.JPEG,n02123045,train,cat,train_full
n02124075_9953.JPEG,n02124075,train,cat,train_full
n02123597_32714.JPEG,n02123597,train,cat,train_full
n02123394_6328.JPEG,n02123394,train,cat,train_full
n02124075_1499.JPEG,n02124075,train,cat,train_full
n02123394_971.JPEG,n02123394,train,cat,train_full
n02123045_11995.JPEG,n02123045,train,cat,train_full
n02123597_4611.JPEG,n02123597,train,cat,train_full
n02123045_5823.JPEG,n02123045,train,cat,train_full
n02123394_6857.JPEG,n02123394,train,cat,train_full
n02123597_8003.JPEG,n02123597,train,cat,train_full
n02123394_1692.JPEG,n02123394,train,cat,train_full
n02123597_10760.JPEG,n02123597,train,cat,train_full
n02123394_4067.JPEG,n02123394,train,cat,train_full
n02123394_597.JPEG,n02123394,train,cat,train_full
n02123159_1782.JPEG,n02123159,train,cat,train_full
n02123394_2364.JPEG,n02123394,train,cat,train_full
n02124075_11582.JPEG,n02124075,train,cat,train_full
n02123394_1137.JPEG,n02123394,train,cat,train_full
n02123045_12046.JPEG,n02123045,train,cat,train_full
n02123597_5282.JPEG,n02123597,train,cat,train_full
n02123045_12736.JPEG,n02123045,train,cat,train_full
n02123045_8336.JPEG,n02123045,train,cat,train_full
n02123394_1653.JPEG,n02123394,train,cat,train_full
n02123597_7497.JPEG,n02123597,train,cat,train_full
n02123045_14353.JPEG,n02123045,train,cat,train_full
n02124075_12923.JPEG,n02124075,train,cat,train_full
n02123394_1135.JPEG,n02123394,train,cat,train_full
n02123045_2627.JPEG,n02123045,train,cat,train_full
n02123045_6441.JPEG,n02123045,train,cat,train_full
n02123394_9541.JPEG,n02123394,train,cat,train_full
n02123394_9227.JPEG,n02123394,train,cat,train_full
n02123159_7483.JPEG,n02123159,train,cat,train_full
n02123159_7497.JPEG,n02123159,train,cat,train_full
n02123597_10945.JPEG,n02123597,train,cat,train_full
n02123394_6100.JPEG,n02123394,train,cat,train_full
n02123394_1109.JPEG,n02123394,train,cat,train_full
n02124075_1128.JPEG,n02124075,train,cat,train_full
n02123597_19034.JPEG,n02123597,train,cat,train_full
n02123394_1690.JPEG,n02123394,train,cat,train_full
n02124075_1882.JPEG,n02124075,train,cat,train_full
n02124075_9206.JPEG,n02124075,train,cat,train_full
n02123394_224.JPEG,n02123394,train,cat,train_full
n02124075_1100.JPEG,n02124075,train,cat,train_full
n02123045_844.JPEG,n02123045,train,cat,train_full
n02123597_4607.JPEG,n02123597,train,cat,train_full
n02123597_5096.JPEG,n02123597,train,cat,train_full
n02123045_18019.JPEG,n02123045,train,cat,train_full
n02123045_10337.JPEG,n02123045,train,cat,train_full
n02123597_18869.JPEG,n02123597,train,cat,train_full
n02123159_1596.JPEG,n02123159,train,cat,train_full
n02123045_449.JPEG,n02123045,train,cat,train_full
n02123394_2164.JPEG,n02123394,train,cat,train_full
n02123159_9653.JPEG,n02123159,train,cat,train_full
n02124075_9004.JPEG,n02124075,train,cat,train_full
n02123045_3908.JPEG,n02123045,train,cat,train_full
n02123597_2706.JPEG,n02123597,train,cat,train_full
n02124075_12512.JPEG,n02124075,train,cat,train_full
n02124075_657.JPEG,n02124075,train,cat,train_full
n02123159_2048.JPEG,n02123159,train,cat,train_full
n02123159_7911.JPEG,n02123159,train,cat,train_full
n02123045_13038.JPEG,n02123045,train,cat,train_full
n02123045_1716.JPEG,n02123045,train,cat,train_full
n02124075_2958.JPEG,n02124075,train,cat,train_full
n02124075_9602.JPEG,n02124075,train,cat,train_full
n02123045_12483.JPEG,n02123045,train,cat,train_full
n02123159_4203.JPEG,n02123159,train,cat,train_full
n02124075_4454.JPEG,n02124075,train,cat,train_full
n02123159_2666.JPEG,n02123159,train,cat,train_full
n02123597_17347.JPEG,n02123597,train,cat,train_full
n02124075_3461.JPEG,n02124075,train,cat,train_full
n02123045_3317.JPEG,n02123045,train,cat,train_full
n02123045_2009.JPEG,n02123045,train,cat,train_full
n02123597_12954.JPEG,n02123597,train,cat,train_full
n02123597_10825.JPEG,n02123597,train,cat,train_full
n02123394_387.JPEG,n02123394,train,cat,train_full
n02123159_3785.JPEG,n02123159,train,cat,train_full
n02123045_2747.JPEG,n02123045,train,cat,train_full
n02123597_647.JPEG,n02123597,train,cat,train_full
n02123159_4001.JPEG,n02123159,train,cat,train_full
n02124075_6733.JPEG,n02124075,train,cat,train_full
n02124075_15123.JPEG,n02124075,train,cat,train_full
n02124075_9372.JPEG,n02124075,train,cat,train_full
n02124075_521.JPEG,n02124075,train,cat,train_full
n02123159_5445.JPEG,n02123159,train,cat,train_full
n02124075_7411.JPEG,n02124075,train,cat,train_full
n02123159_3752.JPEG,n02123159,train,cat,train_full
n02124075_10701.JPEG,n02124075,train,cat,train_full
n02123394_4878.JPEG,n02123394,train,cat,train_full
n02123394_345.JPEG,n02123394,train,cat,train_full
n02124075_5575.JPEG,n02124075,train,cat,train_full
n02123597_4028.JPEG,n02123597,train,cat,train_full
n02123159_2465.JPEG,n02123159,train,cat,train_full
n02123394_4845.JPEG,n02123394,train,cat,train_full
n02124075_11344.JPEG,n02124075,train,cat,train_full
n02123394_5597.JPEG,n02123394,train,cat,train_full
n02123045_6534.JPEG,n02123045,train,cat,train_full
n02123159_5487.JPEG,n02123159,train,cat,train_full
n02123045_12657.JPEG,n02123045,train,cat,train_full
n02123394_1732.JPEG,n02123394,train,cat,train_full
n02123394_7343.JPEG,n02123394,train,cat,train_full
n02123597_6830.JPEG,n02123597,train,cat,train_full
n02123597_17420.JPEG,n02123597,train,cat,train_full
n02123597_11737.JPEG,n02123597,train,cat,train_full
n02123597_8438.JPEG,n02123597,train,cat,train_full
n02123394_635.JPEG,n02123394,train,cat,train_full
n02123159_2101.JPEG,n02123159,train,cat,train_full
n02123045_6044.JPEG,n02123045,train,cat,train_full
n02123159_343.JPEG,n02123159,train,cat,train_full
n02123045_3896.JPEG,n02123045,train,cat,train_full
n02123045_15474.JPEG,n02123045,train,cat,train_full
n02123597_9901.JPEG,n02123597,train,cat,train_full
n02123045_13039.JPEG,n02123045,train,cat,train_full
n02123159_7131.JPEG,n02123159,train,cat,train_full
n02124075_10310.JPEG,n02124075,train,cat,train_full
n02123394_5811.JPEG,n02123394,train,cat,train_full
n02123597_2061.JPEG,n02123597,train,cat,train_full
n02123597_9134.JPEG,n02123597,train,cat,train_full
n02123597_14061.JPEG,n02123597,train,cat,train_full
n02123597_14713.JPEG,n02123597,train,cat,train_full
n02124075_7982.JPEG,n02124075,train,cat,train_full
n02123394_4299.JPEG,n02123394,train,cat,train_full
n02124075_10338.JPEG,n02124075,train,cat,train_full
n02124075_36.JPEG,n02124075,train,cat,train_full
n02124075_8496.JPEG,n02124075,train,cat,train_full
n02123045_13171.JPEG,n02123045,train,cat,train_full
n02123597_295.JPEG,n02123597,train,cat,train_full
n02123597_13901.JPEG,n02123597,train,cat,train_full
n02123394_3904.JPEG,n02123394,train,cat,train_full
n02123394_557.JPEG,n02123394,train,cat,train_full
n02123159_4160.JPEG,n02123159,train,cat,train_full
n02123394_2398.JPEG,n02123394,train,cat,train_full
n02124075_6134.JPEG,n02124075,train,cat,train_full
n02123394_6698.JPEG,n02123394,train,cat,train_full
n02123045_9954.JPEG,n02123045,train,cat,train_full
n02123159_6005.JPEG,n02123159,train,cat,train_full
n02123159_9450.JPEG,n02123159,train,cat,train_full
n02123045_138.JPEG,n02123045,train,cat,train_full
n02123045_6440.JPEG,n02123045,train,cat,train_full
n02123394_7223.JPEG,n02123394,train,cat,train_full
n02123597_3828.JPEG,n02123597,train,cat,train_full
n02123045_5175.JPEG,n02123045,train,cat,train_full
n02123394_3737.JPEG,n02123394,train,cat,train_full
n02123045_7004.JPEG,n02123045,train,cat,train_full
n02123394_4712.JPEG,n02123394,train,cat,train_full
n02124075_6859.JPEG,n02124075,train,cat,train_full
n02123045_114.JPEG,n02123045,train,cat,train_full
n02124075_12073.JPEG,n02124075,train,cat,train_full
n02123045_5830.JPEG,n02123045,train,cat,train_full
n02123159_5252.JPEG,n02123159,train,cat,train_full
n02123159_1752.JPEG,n02123159,train,cat,train_full
n02123159_6997.JPEG,n02123159,train,cat,train_full
n02124075_18204.JPEG,n02124075,train,cat,train_full
n02124075_10880.JPEG,n02124075,train,cat,train_full
n02124075_9571.JPEG,n02124075,train,cat,train_full
n02123597_8010.JPEG,n02123597,train,cat,train_full
n02123045_10681.JPEG,n02123045,train,cat,train_full
n02123597_722.JPEG,n02123597,train,cat,train_full
n02124075_13423.JPEG,n02124075,train,cat,train_full
n02124075_15052.JPEG,n02124075,train,cat,train_full
n02124075_20957.JPEG,n02124075,train,cat,train_full
n02124075_11552.JPEG,n02124075,train,cat,train_full
n02123597_5911.JPEG,n02123597,train,cat,train_full
n02124075_7979.JPEG,n02124075,train,cat,train_full
n02123159_7684.JPEG,n02123159,train,cat,train_full
n02124075_32.JPEG,n02124075,train,cat,train_full
n02124075_4294.JPEG,n02124075,train,cat,train_full
n02123597_13911.JPEG,n02123597,train,cat,train_full
n02123394_10335.JPEG,n02123394,train,cat,train_full
n02123394_976.JPEG,n02123394,train,cat,train_full
n02124075_5613.JPEG,n02124075,train,cat,train_full
n02123159_3353.JPEG,n02123159,train,cat,train_full
n02123394_9791.JPEG,n02123394,train,cat,train_full
n02123045_4086.JPEG,n02123045,train,cat,train_full
n02123597_5736.JPEG,n02123597,train,cat,train_full
n02123597_6559.JPEG,n02123597,train,cat,train_full
n02123597_252.JPEG,n02123597,train,cat,train_full
n02124075_4243.JPEG,n02124075,train,cat,train_full
n02123597_19227.JPEG,n02123597,train,cat,train_full
n02124075_9001.JPEG,n02124075,train,cat,train_full
n02123159_421.JPEG,n02123159,train,cat,train_full
n02123597_9939.JPEG,n02123597,train,cat,train_full
n02123045_13015.JPEG,n02123045,train,cat,train_full
n02123159_5695.JPEG,n02123159,train,cat,train_full
n02123045_16637.JPEG,n02123045,train,cat,train_full
n02123597_5695.JPEG,n02123597,train,cat,train_full
n02124075_6508.JPEG,n02124075,train,cat,train_full
n02123159_2139.JPEG,n02123159,train,cat,train_full
n02123159_4548.JPEG,n02123159,train,cat,train_full
n02123597_468.JPEG,n02123597,train,cat,train_full
n02124075_4323.JPEG,n02124075,train,cat,train_full
n02124075_9613.JPEG,n02124075,train,cat,train_full
n02123159_1183.JPEG,n02123159,train,cat,train_full
n02123394_6071.JPEG,n02123394,train,cat,train_full
n02123045_7174.JPEG,n02123045,train,cat,train_full
n02124075_6093.JPEG,n02124075,train,cat,train_full
n02123394_8706.JPEG,n02123394,train,cat,train_full
n02123045_4482.JPEG,n02123045,train,cat,train_full
n02123597_13440.JPEG,n02123597,train,cat,train_full
n02123394_341.JPEG,n02123394,train,cat,train_full
n02124075_1059.JPEG,n02124075,train,cat,train_full
n02123394_7390.JPEG,n02123394,train,cat,train_full
n02123159_4010.JPEG,n02123159,train,cat,train_full
n02124075_12648.JPEG,n02124075,train,cat,train_full
n02124075_2223.JPEG,n02124075,train,cat,train_full
n02123394_4698.JPEG,n02123394,train,cat,train_full
n02123394_368.JPEG,n02123394,train,cat,train_full
n02123597_14306.JPEG,n02123597,train,cat,train_full
n02123597_10148.JPEG,n02123597,train,cat,train_full
n02123159_6148.JPEG,n02123159,train,cat,train_full
n02123045_7161.JPEG,n02123045,train,cat,train_full
n02123045_5762.JPEG,n02123045,train,cat,train_full
n02123159_178.JPEG,n02123159,train,cat,train_full
n02124075_8097.JPEG,n02124075,train,cat,train_full
n02123045_2743.JPEG,n02123045,train,cat,train_full
n02123159_4950.JPEG,n02123159,train,cat,train_full
n02123597_870.JPEG,n02123597,train,cat,train_full
n02123045_9170.JPEG,n02123045,train,cat,train_full
n02123159_1419.JPEG,n02123159,train,cat,train_full
n02123394_6299.JPEG,n02123394,train,cat,train_full
n02124075_15457.JPEG,n02124075,train,cat,train_full
n02123159_1431.JPEG,n02123159,train,cat,train_full
n02123394_2969.JPEG,n02123394,train,cat,train_full
n02124075_10261.JPEG,n02124075,train,cat,train_full
n02123045_21703.JPEG,n02123045,train,cat,train_full
n02123597_9045.JPEG,n02123597,train,cat,train_full
n02123597_7068.JPEG,n02123597,train,cat,train_full
n02123159_5125.JPEG,n02123159,train,cat,train_full
n02124075_13797.JPEG,n02124075,train,cat,train_full
n02123394_6528.JPEG,n02123394,train,cat,train_full
n02124075_11194.JPEG,n02124075,train,cat,train_full
n02123394_5753.JPEG,n02123394,train,cat,train_full
n02123394_4303.JPEG,n02123394,train,cat,train_full
n02123045_3887.JPEG,n02123045,train,cat,train_full
n02123045_2555.JPEG,n02123045,train,cat,train_full
n02123045_10509.JPEG,n02123045,train,cat,train_full
n02123159_2070.JPEG,n02123159,train,cat,train_full
n02123597_3408.JPEG,n02123597,train,cat,train_full
n02123045_6109.JPEG,n02123045,train,cat,train_full
n02123394_5155.JPEG,n02123394,train,cat,train_full
n02123394_1333.JPEG,n02123394,train,cat,train_full
n02123045_471.JPEG,n02123045,train,cat,train_full
n02124075_9941.JPEG,n02124075,train,cat,train_full
n02123159_9864.JPEG,n02123159,train,cat,train_full
n02123045_9206.JPEG,n02123045,train,cat,train_full
n02123159_8039.JPEG,n02123159,train,cat,train_full
n02123597_12171.JPEG,n02123597,train,cat,train_full
n02124075_4054.JPEG,n02124075,train,cat,train_full
n02123394_1858.JPEG,n02123394,train,cat,train_full
n02123159_4617.JPEG,n02123159,train,cat,train_full
n02124075_13436.JPEG,n02124075,train,cat,train_full
n02124075_11209.JPEG,n02124075,train,cat,train_full
n02123394_552.JPEG,n02123394,train,cat,train_full
n02124075_3707.JPEG,n02124075,train,cat,train_full
n02123045_3298.JPEG,n02123045,train,cat,train_full
n02124075_10103.JPEG,n02124075,train,cat,train_full
n02123597_3193.JPEG,n02123597,train,cat,train_full
n02123159_3811.JPEG,n02123159,train,cat,train_full
n02123045_10125.JPEG,n02123045,train,cat,train_full
n02123045_5616.JPEG,n02123045,train,cat,train_full
n02123597_2299.JPEG,n02123597,train,cat,train_full
n02123394_591.JPEG,n02123394,train,cat,train_full
n02123597_9482.JPEG,n02123597,train,cat,train_full
n02123394_4713.JPEG,n02123394,train,cat,train_full
n02123597_6969.JPEG,n02123597,train,cat,train_full
n02123394_585.JPEG,n02123394,train,cat,train_full
n02123394_3718.JPEG,n02123394,train,cat,train_full
n02124075_1853.JPEG,n02124075,train,cat,train_full
n02123597_7485.JPEG,n02123597,train,cat,train_full
n02123597_31.JPEG,n02123597,train,cat,train_full
n02123159_4629.JPEG,n02123159,train,cat,train_full
n02123159_7446.JPEG,n02123159,train,cat,train_full
n02123597_8749.JPEG,n02123597,train,cat,train_full
n02123045_8481.JPEG,n02123045,train,cat,train_full
n02123045_12081.JPEG,n02123045,train,cat,train_full
n02123597_6758.JPEG,n02123597,train,cat,train_full
n02123394_4922.JPEG,n02123394,train,cat,train_full
n02123597_7446.JPEG,n02123597,train,cat,train_full
n02123597_7863.JPEG,n02123597,train,cat,train_full
n02123394_975.JPEG,n02123394,train,cat,train_full
n02123597_11877.JPEG,n02123597,train,cat,train_full
n02123597_2099.JPEG,n02123597,train,cat,train_full
n02123597_11650.JPEG,n02123597,train,cat,train_full
n02123045_3098.JPEG,n02123045,train,cat,train_full
n02123597_4359.JPEG,n02123597,train,cat,train_full
n02124075_4240.JPEG,n02124075,train,cat,train_full
n02123394_5180.JPEG,n02123394,train,cat,train_full
n02123159_5696.JPEG,n02123159,train,cat,train_full
n02123394_183.JPEG,n02123394,train,cat,train_full
n02123394_2016.JPEG,n02123394,train,cat,train_full
n02123597_14847.JPEG,n02123597,train,cat,train_full
n02123045_6057.JPEG,n02123045,train,cat,train_full
n02123045_9364.JPEG,n02123045,train,cat,train_full
n02123394_829.JPEG,n02123394,train,cat,train_full
n02123045_13994.JPEG,n02123045,train,cat,train_full
n02123045_10251.JPEG,n02123045,train,cat,train_full
n02123045_5204.JPEG,n02123045,train,cat,train_full
n02123597_11056.JPEG,n02123597,train,cat,train_full
n02123159_11515.JPEG,n02123159,train,cat,train_full
n02123159_1355.JPEG,n02123159,train,cat,train_full
n02123159_393.JPEG,n02123159,train,cat,train_full
n02123045_6080.JPEG,n02123045,train,cat,train_full
n02123159_8365.JPEG,n02123159,train,cat,train_full
n02123394_632.JPEG,n02123394,train,cat,train_full
n02124075_13756.JPEG,n02124075,train,cat,train_full
n02123597_5655.JPEG,n02123597,train,cat,train_full
n02123597_457.JPEG,n02123597,train,cat,train_full
n02123045_8085.JPEG,n02123045,train,cat,train_full
n02123394_1292.JPEG,n02123394,train,cat,train_full
n02123394_4665.JPEG,n02123394,train,cat,train_full
n02123159_3783.JPEG,n02123159,train,cat,train_full
n02123159_5494.JPEG,n02123159,train,cat,train_full
n02124075_10908.JPEG,n02124075,train,cat,train_full
n02123394_4671.JPEG,n02123394,train,cat,train_full
n02123045_12122.JPEG,n02123045,train,cat,train_full
n02123159_8198.JPEG,n02123159,train,cat,train_full
n02123597_7297.JPEG,n02123597,train,cat,train_full
n02124075_7403.JPEG,n02124075,train,cat,train_full
n02124075_15119.JPEG,n02124075,train,cat,train_full
n02123159_5325.JPEG,n02123159,train,cat,train_full
n02123159_3754.JPEG,n02123159,train,cat,train_full
n02124075_4650.JPEG,n02124075,train,cat,train_full
n02123394_1084.JPEG,n02123394,train,cat,train_full
n02123159_6162.JPEG,n02123159,train,cat,train_full
n02124075_12139.JPEG,n02124075,train,cat,train_full
n02124075_8719.JPEG,n02124075,train,cat,train_full
n02123159_2477.JPEG,n02123159,train,cat,train_full
n02123045_12692.JPEG,n02123045,train,cat,train_full
n02124075_4651.JPEG,n02124075,train,cat,train_full
n02124075_4679.JPEG,n02124075,train,cat,train_full
n02123597_4760.JPEG,n02123597,train,cat,train_full
n02123597_10639.JPEG,n02123597,train,cat,train_full
n02124075_8725.JPEG,n02124075,train,cat,train_full
n02123045_12876.JPEG,n02123045,train,cat,train_full
n02123597_6163.JPEG,n02123597,train,cat,train_full
n02123394_3876.JPEG,n02123394,train,cat,train_full
n02123394_5552.JPEG,n02123394,train,cat,train_full
n02124075_1098.JPEG,n02124075,train,cat,train_full
n02123394_4894.JPEG,n02123394,train,cat,train_full
n02123394_4658.JPEG,n02123394,train,cat,train_full
n02123045_1513.JPEG,n02123045,train,cat,train_full
n02123394_8704.JPEG,n02123394,train,cat,train_full
n02123597_4953.JPEG,n02123597,train,cat,train_full
n02123159_621.JPEG,n02123159,train,cat,train_full
n02123394_2567.JPEG,n02123394,train,cat,train_full
n02123394_4670.JPEG,n02123394,train,cat,train_full
n02123597_13481.JPEG,n02123597,train,cat,train_full
n02123597_324.JPEG,n02123597,train,cat,train_full
n02123597_1426.JPEG,n02123597,train,cat,train_full
n02123597_12576.JPEG,n02123597,train,cat,train_full
n02124075_3328.JPEG,n02124075,train,cat,train_full
n02124075_4453.JPEG,n02124075,train,cat,train_full
n02123159_2107.JPEG,n02123159,train,cat,train_full
n02124075_12449.JPEG,n02124075,train,cat,train_full
n02123159_1368.JPEG,n02123159,train,cat,train_full
n02123159_4210.JPEG,n02123159,train,cat,train_full
n02123597_4204.JPEG,n02123597,train,cat,train_full
n02123597_13654.JPEG,n02123597,train,cat,train_full
n02124075_12461.JPEG,n02124075,train,cat,train_full
n02123597_6361.JPEG,n02123597,train,cat,train_full
n02123159_5654.JPEG,n02123159,train,cat,train_full
n02123159_1354.JPEG,n02123159,train,cat,train_full
n02123394_2995.JPEG,n02123394,train,cat,train_full
n02124075_11183.JPEG,n02124075,train,cat,train_full
n02123045_2218.JPEG,n02123045,train,cat,train_full
n02123045_3648.JPEG,n02123045,train,cat,train_full
n02123045_3884.JPEG,n02123045,train,cat,train_full
n02123597_9668.JPEG,n02123597,train,cat,train_full
n02124075_7984.JPEG,n02124075,train,cat,train_full
n02123597_5734.JPEG,n02123597,train,cat,train_full
n02124075_12273.JPEG,n02124075,train,cat,train_full
n02124075_3506.JPEG,n02124075,train,cat,train_full
n02123159_3345.JPEG,n02123159,train,cat,train_full
n02123045_5371.JPEG,n02123045,train,cat,train_full
n02123394_4248.JPEG,n02123394,train,cat,train_full
n02123045_8127.JPEG,n02123045,train,cat,train_full
n02123394_3269.JPEG,n02123394,train,cat,train_full
n02123159_6598.JPEG,n02123159,train,cat,train_full
n02123045_328.JPEG,n02123045,train,cat,train_full
n02123045_4721.JPEG,n02123045,train,cat,train_full
n02123597_1750.JPEG,n02123597,train,cat,train_full
n02123159_12425.JPEG,n02123159,train,cat,train_full
n02123597_12166.JPEG,n02123597,train,cat,train_full
n02123394_1697.JPEG,n02123394,train,cat,train_full
n02124075_12059.JPEG,n02124075,train,cat,train_full
n02123045_15937.JPEG,n02123045,train,cat,train_full
n02123394_6846.JPEG,n02123394,train,cat,train_full
n02123597_18.JPEG,n02123597,train,cat,train_full
n02124075_11236.JPEG,n02124075,train,cat,train_full
n02123597_6003.JPEG,n02123597,train,cat,train_full
n02123159_796.JPEG,n02123159,train,cat,train_full
n02123597_2503.JPEG,n02123597,train,cat,train_full
n02124075_446.JPEG,n02124075,train,cat,train_full
n02123045_843.JPEG,n02123045,train,cat,train_full
n02124075_8123.JPEG,n02124075,train,cat,train_full
n02123597_7490.JPEG,n02123597,train,cat,train_full
n02123045_1329.JPEG,n02123045,train,cat,train_full
n02123159_1787.JPEG,n02123159,train,cat,train_full
n02123394_8171.JPEG,n02123394,train,cat,train_full
n02123045_6409.JPEG,n02123045,train,cat,train_full
n02123394_1627.JPEG,n02123394,train,cat,train_full
n02123159_1086.JPEG,n02123159,train,cat,train_full
n02123597_974.JPEG,n02123597,train,cat,train_full
n02123394_287.JPEG,n02123394,train,cat,train_full
n02124075_3039.JPEG,n02124075,train,cat,train_full
n02123159_6064.JPEG,n02123159,train,cat,train_full
n02123597_4667.JPEG,n02123597,train,cat,train_full
n02123159_7352.JPEG,n02123159,train,cat,train_full
n02124075_7277.JPEG,n02124075,train,cat,train_full
n02124075_9528.JPEG,n02124075,train,cat,train_full
n02123045_4593.JPEG,n02123045,train,cat,train_full
n02123045_10431.JPEG,n02123045,train,cat,train_full
n02123597_7839.JPEG,n02123597,train,cat,train_full
n02123394_7054.JPEG,n02123394,train,cat,train_full
n02124075_6380.JPEG,n02124075,train,cat,train_full
n02123159_7193.JPEG,n02123159,train,cat,train_full
n02124075_9931.JPEG,n02124075,train,cat,train_full
n02123394_3568.JPEG,n02123394,train,cat,train_full
n02123045_3968.JPEG,n02123045,train,cat,train_full
n02123394_3583.JPEG,n02123394,train,cat,train_full
